Id,DeviceUuid,DeviceName,DeviceDescription,DeviceState,SystemTags,UserTags,LastReading,AddedAt,Updated,MacAddress,OwnerID,OwnerUuid,OwnerUserName,OwnerAvatar,OwnerUrl,OwnerJoinDate,OwnerCity,OwnerCountry,OwnerCountryCode,DataRecorded_At,DataAdded_At,DataLocation,DataExposure,DataElevation,DataLatitude,DataLongitude,DataGeoLocation,DataCity,DataCountryCode,DataCountry,BSensorsId,BSensortAncestry,BSensorName,BSensorDescription,BSensorUnit,BSensorCreatedAt,BSensorUpdated_at,BSensorMeasurement_id,BSensorUuid,BSensorValue,BSensorRawValue,BSensorPrevValue,BSensorPrevRawValue,SensorsHId,SensortHAncestry,SensorHName,SensorHDescription,SensorHUnit,SensorHCreatedAt,SensorHUpdated_at,SensorHMeasurement_id,SensorHUuid,SensorHValue,SensorHRawValue,SensorHPrevValue,SensorHPrevRawValue,TSensorsId,TSensortAncestry,TSensorName,TSensorDescription,TSensorUnit,TSensorCreatedAt,TSensorUpdated_at,TSensorMeasurement_id,TSensorUuid,TSensorValue,TSensorRawValue,TSensorPrevValue,TSensorPrevRawValue,GasSensorsId,GasSensortAncestry,GasSensorName,GasSensorDescription,GasSensorUnit,GasSensorCreatedAt,GasSensorUpdated_at,GasSensorMeasurement_id,GasSensorUuid,GasSensorValue,GasSensorRawValue,GasSensorPrevValue,GasSensorPrevRawValue,CoSensorsId,CoSensortAncestry,CoSensorName,CoSensorDescription,CoSensorUnit,CoSensorCreatedAt,CoSensorUpdated_at,CoSensorMeasurement_id,CoSensorUuid,CoSensorValue,CoSensorRawValue,CoSensorPrevValue,CoSensorPrevRawValue,NetSensorsId,NetSensortAncestry,NetSensorName,NetSensorDescription,NetSensorUnit,NetSensorCreatedAt,NetSensorUpdated_at,NetSensorMeasurement_id,NetSensorUuid,NetSensorValue,NetSensorRawValue,NetSensorPrevValue,NetSensorPrevRawValue,DBSensorsId,DBSensortAncestry,DbSensorName,DbSensorDescription,DbSensorUnit,DbSensorCreatedAt,DbSensorUpdated_at,DbSensorMeasurement_id,DbSensorUuid,DbSensorValue,DbSensorRawValue,DbSensorPrevValue,DbSensorPrevRawValue,LSensorsId,LSensortAncestry,LSensorName,LSensorDescription,LSensorUnit,LSensorCreatedAt,LSensorUpdated_at,LSensorMeasurement_id,LSensorUuid,LSensorValue,LSensorRawValue,LSensorPrevValue,LSensorPrevRawValue,SolSensorsId,SolSensortAncestry,SolSensorName,SolSensorDescription,SolSensorUnit,SolSensorCreatedAt,SolSensorUpdated_at,SolSensorMeasurement_id,SolSensorUuid,SolSensorValue,SolSensorRawValue,SolSensorPrevValue,SolSensorPrevRawValue,KitId,KitUuid,KitSlug,KitName,KitDescription,KitCreatedAt,KitUpdatedAt
4029,951c7e5d-4f9d-4c2f-800e-0376022446f5,Spotted Official Sensor3,Making Sense Pilot #1,not_configured,offline,Barcelona,,12/13/2016,12/13/2016,[FILTERED],5718,6c4f592b-c765-419a-bf32-3ba4dd508aac,aSmartCitizen3,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,12/13/2016,,,,,,,outdoor,,41.3965668558859,2.19414740304114,sp3e9bj8rr,Barcelona,ES,Spain,14,,BH1730FVC,Digital Ambient Light Sensor,Lux,2/2/2015,7/5/2015,3,ac4234cf-d2b7-4cfa-8765-9f4477e2de5f,,,,,10,,Battery,Custom Circuit,%,2/2/2015,7/5/2015,7,c9ff2784-53a7-4a84-b0fc-90ecc7e313f9,,,,,13,19,HPP828E031,Humidity,%,2/2/2015,7/5/2015,2,1c19ae8f-b995-460f-87a3-a9d0c140abfb,,,,,12,19,HPP828E031,Temperature,ºC,2/2/2015,7/5/2015,1,2922d20e-3b83-4d98-8791-cfcdfc12fa99,,,,,-1,,,,-1,1/1/0001,1/1/0001,-1,,-1,-1,-1,-1,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,11,ea351d04-df2d-464c-86d3-a4e9e1bd78c2,"sck:1,5",SCK 1.5 MS,SCK 1.5 - MS Pilot,11/15/2016,11/15/2016
4028,2021254b-2d28-4db8-bb85-26f17dd6ba1c,Spotted Clank Sensor,Making Sense Pilot #1,not_configured,offline,Barcelona,,12/13/2016,12/13/2016,[FILTERED],5717,ab221ef6-8c9f-4240-92e2-a90c614d7f01,TheSmarterCitizen,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,12/13/2016,,,,,,,outdoor,,41.3965386870264,2.19410985211493,sp3e9bj8q6,Barcelona,ES,Spain,14,,BH1730FVC,Digital Ambient Light Sensor,Lux,2/2/2015,7/5/2015,3,ac4234cf-d2b7-4cfa-8765-9f4477e2de5f,,,,,10,,Battery,Custom Circuit,%,2/2/2015,7/5/2015,7,c9ff2784-53a7-4a84-b0fc-90ecc7e313f9,,,,,13,19,HPP828E031,Humidity,%,2/2/2015,7/5/2015,2,1c19ae8f-b995-460f-87a3-a9d0c140abfb,,,,,12,19,HPP828E031,Temperature,ºC,2/2/2015,7/5/2015,1,2922d20e-3b83-4d98-8791-cfcdfc12fa99,,,,,-1,,,,-1,1/1/0001,1/1/0001,-1,,-1,-1,-1,-1,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,11,ea351d04-df2d-464c-86d3-a4e9e1bd78c2,"sck:1,5",SCK 1.5 MS,SCK 1.5 - MS Pilot,11/15/2016,11/15/2016
4027,5cba3faa-f872-4fe6-b8c6-d506e8e5b7a5,TheLittleSensor,Making Sense Pilot #1,not_configured,offline,Barcelona,,12/13/2016,12/13/2016,[FILTERED],5716,0c66a1b7-ea77-4562-9380-da28e3301170,senseMaker_1,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,12/13/2016,,,,,,,outdoor,,41.3965064940292,2.19407766560676,sp3e9bj8js,Barcelona,ES,Spain,14,,BH1730FVC,Digital Ambient Light Sensor,Lux,2/2/2015,7/5/2015,3,ac4234cf-d2b7-4cfa-8765-9f4477e2de5f,,,,,10,,Battery,Custom Circuit,%,2/2/2015,7/5/2015,7,c9ff2784-53a7-4a84-b0fc-90ecc7e313f9,,,,,13,19,HPP828E031,Humidity,%,2/2/2015,7/5/2015,2,1c19ae8f-b995-460f-87a3-a9d0c140abfb,,,,,12,19,HPP828E031,Temperature,ºC,2/2/2015,7/5/2015,1,2922d20e-3b83-4d98-8791-cfcdfc12fa99,,,,,-1,,,,-1,1/1/0001,1/1/0001,-1,,-1,-1,-1,-1,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,11,ea351d04-df2d-464c-86d3-a4e9e1bd78c2,"sck:1,5",SCK 1.5 MS,SCK 1.5 - MS Pilot,11/15/2016,11/15/2016
4026,df6e29a2-5bda-44e6-bb71-1f27a711050c,Giant Wing Tour4,Making Sense Pilot #1,not_configured,offline,Barcelona,,12/13/2016,12/13/2016,[FILTERED],5715,99375dc6-99ad-4f21-a065-15a4a270b09f,lpena4,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,12/13/2016,,,,,,,outdoor,,41.3964743010161,2.19407766560676,sp3e3zvxvw,Barcelona,ES,Spain,14,,BH1730FVC,Digital Ambient Light Sensor,Lux,2/2/2015,7/5/2015,3,ac4234cf-d2b7-4cfa-8765-9f4477e2de5f,,,,,10,,Battery,Custom Circuit,%,2/2/2015,7/5/2015,7,c9ff2784-53a7-4a84-b0fc-90ecc7e313f9,,,,,13,19,HPP828E031,Humidity,%,2/2/2015,7/5/2015,2,1c19ae8f-b995-460f-87a3-a9d0c140abfb,,,,,12,19,HPP828E031,Temperature,ºC,2/2/2015,7/5/2015,1,2922d20e-3b83-4d98-8791-cfcdfc12fa99,,,,,-1,,,,-1,1/1/0001,1/1/0001,-1,,-1,-1,-1,-1,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,11,ea351d04-df2d-464c-86d3-a4e9e1bd78c2,"sck:1,5",SCK 1.5 MS,SCK 1.5 - MS Pilot,11/15/2016,11/15/2016
3192,bd3f7bcd-ec4a-4288-8a60-26cf7a63ddd4,UOC_test_WSN,,has_published,indoor,Barcelona,6/23/2016,3/11/2016,4/4/2016,[FILTERED],5179,15b51404-3101-4622-bfc7-ac9feb3ce66f,vbarna,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,3/10/2016,,,,6/23/2016,6/23/2016,,indoor,,41.4064387,2.1943639,sp3e9cvcur,Barcelona,ES,Spain,14,,BH1730FVC,Digital Ambient Light Sensor,Lux,2/2/2015,7/5/2015,3,ac4234cf-d2b7-4cfa-8765-9f4477e2de5f,734.3,734.3,750.1,750.1,17,,Battery,Custom Circuit,%,2/2/2015,7/5/2015,7,5b0e390e-781d-4243-8e97-579eead09792,100,100,100,100,13,19,HPP828E031,Humidity,%,2/2/2015,7/5/2015,2,1c19ae8f-b995-460f-87a3-a9d0c140abfb,40.6837768554688,17660,40.6837768554688,17660,12,19,HPP828E031,Temperature,ºC,2/2/2015,7/5/2015,1,2922d20e-3b83-4d98-8791-cfcdfc12fa99,26.3335473632813,29588,26.322822265625,29584,15,20,MiCS-4514,NO2,kOhm/ppm,2/2/2015,7/5/2015,6,0c5b7e74-ef87-431d-89af-dd51de84b10e,161.932,161.932,161.242,161.242,16,20,MiCS-4514,CO,kOhm/ppm,2/2/2015,7/5/2015,5,49a26be4-3ce1-4f2e-a09b-4296fefcfe17,0,0,0,0,21,,Microchip RN-131,802.11 b/g WiFi,# networks,5/4/2015,7/5/2015,9,5b1f0e38-336a-4abf-9989-69b48f0026ef,15,15,12,12,7,,POM-3044P-R,Electret microphone with envelope follower sound pressure sensor (noise),dB,2/2/2015,9/17/2015,4,5efd2376-6783-476b-bf85-57ead5f89654,50,0,50,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,3,6ae30424-4e09-4318-b96d-771996657c70,"sck:1,1",SmartCitizen Kit 1.1,SCK 1.1 - Ambient Board,2/2/2015,9/16/2015
2195,3055aa85-666d-4016-b682-8a98c04703cb,NeTS LAB UPF,Demo kit at the UPF NeTS Lab,has_published,indoor,Barcelona,5/12/2015,4/22/2015,10/10/2015,[FILTERED],3469,03fcae27-65f9-469e-b9bb-3aa28d7a467a,HandsOnWSN,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,handsonwsn.org,4/22/2015,Barcelona,Spain,ES,5/12/2015,5/12/2015,,indoor,10,41.4029632,2.19324349999999,sp3e9cjjdr,Barcelona,ES,Spain,14,,BH1730FVC,Digital Ambient Light Sensor,Lux,2/2/2015,7/5/2015,3,ac4234cf-d2b7-4cfa-8765-9f4477e2de5f,269.6,269.6,269.6,269.6,17,,Battery,Custom Circuit,%,2/2/2015,7/5/2015,7,5b0e390e-781d-4243-8e97-579eead09792,100,100,100,100,13,19,HPP828E031,Humidity,%,2/2/2015,7/5/2015,2,1c19ae8f-b995-460f-87a3-a9d0c140abfb,67,31457.28,67,31457.28,12,19,HPP828E031,Temperature,ºC,2/2/2015,7/5/2015,1,2922d20e-3b83-4d98-8791-cfcdfc12fa99,16.4999999943237,25920.5099,16.4999999943237,25920.5099,15,20,MiCS-4514,NO2,kOhm/ppm,2/2/2015,7/5/2015,6,0c5b7e74-ef87-431d-89af-dd51de84b10e,81.591,81.591,81.591,81.591,16,20,MiCS-4514,CO,kOhm/ppm,2/2/2015,7/5/2015,5,49a26be4-3ce1-4f2e-a09b-4296fefcfe17,0,0,0,0,21,,Microchip RN-131,802.11 b/g WiFi,# networks,5/4/2015,7/5/2015,9,5b1f0e38-336a-4abf-9989-69b48f0026ef,9,9,9,9,7,,POM-3044P-R,Electret microphone with envelope follower sound pressure sensor (noise),dB,2/2/2015,9/17/2015,4,5efd2376-6783-476b-bf85-57ead5f89654,58.71,15.94,58.71,15.94,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,3,6ae30424-4e09-4318-b96d-771996657c70,"sck:1,1",SmartCitizen Kit 1.1,SCK 1.1 - Ambient Board,2/2/2015,9/16/2015
3973,fa911dc5-8af7-4dd3-b067-4a7ab641598e,Sentilo Noise T241199,BCN CESVA TA120 farola amb AP26 polling data from Sentilo http://connecta.bcn.cat/connecta-catalog-web/component/CESVA.TA120-T241199/detail,has_published,online,Research,3/25/2018,12/7/2016,12/7/2016,[FILTERED],148,b4bb2a6f-c3ef-4964-bc79-e8d78f0e66d2,pral2a,https://images.smartcitizen.me/s100/avatars/b4b/1cubnsr.lab.png,http://pral2a.com,6/6/2013,Barcelona,Spain,ES,3/25/2018,3/25/2018,,outdoor,,41.414786,2.20118600000001,sp3ed56fe7,Barcelona,ES,Spain,23,,Noise Sensor TA120,Noise Sensor CESVA TA120,dBA,6/17/2016,6/17/2016,4,2b6a4e93-efe9-4ac0-9ed7-9ef6921728e5,62.8,62.8,66.2,66.2,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,-1,,,,-1,1/1/0001,1/1/0001,-1,,-1,-1,-1,-1,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,5,7bb80f0d-bd62-472d-b79e-4e2f7a985b25,"ms:0,6",Noise Sensor TA120,Noise Sensor CESVA TA120,6/17/2016,6/17/2016
4277,4c93d705-7c4b-4fa5-9450-0b8bfc69efe3,OnboardingTest2,onboarding test,not_configured,indoor,,,4/6/2017,4/6/2017,[FILTERED],5930,bfee4b28-7430-4936-8a1d-125a44a60fcd,opral2a,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,4/6/2017,,,,,,,indoor,,41.3966908,2.1921909,sp3e9bh31y,Barcelona,ES,Spain,14,,BH1730FVC,Digital Ambient Light Sensor,Lux,2/2/2015,7/5/2015,3,ac4234cf-d2b7-4cfa-8765-9f4477e2de5f,,,,,10,,Battery,Custom Circuit,%,2/2/2015,7/5/2015,7,c9ff2784-53a7-4a84-b0fc-90ecc7e313f9,,,,,13,19,HPP828E031,Humidity,%,2/2/2015,7/5/2015,2,1c19ae8f-b995-460f-87a3-a9d0c140abfb,,,,,12,19,HPP828E031,Temperature,ºC,2/2/2015,7/5/2015,1,2922d20e-3b83-4d98-8791-cfcdfc12fa99,,,,,-1,,,,-1,1/1/0001,1/1/0001,-1,,-1,-1,-1,-1,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,11,ea351d04-df2d-464c-86d3-a4e9e1bd78c2,"sck:1,5",SCK 1.5 MS,SCK 1.5 - MS Pilot,11/15/2016,11/15/2016
4278,f50c6b09-7bb1-4b18-9811-afd64ca4aac5,OnboardingTest4,onboarding test,not_configured,indoor,,,4/6/2017,4/6/2017,[FILTERED],5930,bfee4b28-7430-4936-8a1d-125a44a60fcd,opral2a,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,4/6/2017,,,,,,,indoor,,41.3966908,2.1921909,sp3e9bh31y,Barcelona,ES,Spain,14,,BH1730FVC,Digital Ambient Light Sensor,Lux,2/2/2015,7/5/2015,3,ac4234cf-d2b7-4cfa-8765-9f4477e2de5f,,,,,10,,Battery,Custom Circuit,%,2/2/2015,7/5/2015,7,c9ff2784-53a7-4a84-b0fc-90ecc7e313f9,,,,,13,19,HPP828E031,Humidity,%,2/2/2015,7/5/2015,2,1c19ae8f-b995-460f-87a3-a9d0c140abfb,,,,,12,19,HPP828E031,Temperature,ºC,2/2/2015,7/5/2015,1,2922d20e-3b83-4d98-8791-cfcdfc12fa99,,,,,-1,,,,-1,1/1/0001,1/1/0001,-1,,-1,-1,-1,-1,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,11,ea351d04-df2d-464c-86d3-a4e9e1bd78c2,"sck:1,5",SCK 1.5 MS,SCK 1.5 - MS Pilot,11/15/2016,11/15/2016
4279,4dca5d5d-39e3-4579-ac48-6868e56eeaa3,OnboardingTest5,onboarding test,not_configured,indoor,,,4/6/2017,4/6/2017,[FILTERED],5931,b755af9e-cc22-401e-b6a8-a90fb630aa90,ypral2a,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,4/6/2017,,,,,,,indoor,,41.3966908,2.1921909,sp3e9bh31y,Barcelona,ES,Spain,14,,BH1730FVC,Digital Ambient Light Sensor,Lux,2/2/2015,7/5/2015,3,ac4234cf-d2b7-4cfa-8765-9f4477e2de5f,,,,,10,,Battery,Custom Circuit,%,2/2/2015,7/5/2015,7,c9ff2784-53a7-4a84-b0fc-90ecc7e313f9,,,,,13,19,HPP828E031,Humidity,%,2/2/2015,7/5/2015,2,1c19ae8f-b995-460f-87a3-a9d0c140abfb,,,,,12,19,HPP828E031,Temperature,ºC,2/2/2015,7/5/2015,1,2922d20e-3b83-4d98-8791-cfcdfc12fa99,,,,,-1,,,,-1,1/1/0001,1/1/0001,-1,,-1,-1,-1,-1,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,11,ea351d04-df2d-464c-86d3-a4e9e1bd78c2,"sck:1,5",SCK 1.5 MS,SCK 1.5 - MS Pilot,11/15/2016,11/15/2016
2479,e03ca068-4c1e-4617-927c-6e3f68ad7e9b,IMIkit,,has_published,indoor,Barcelona,8/7/2015,8/4/2015,10/10/2015,[FILTERED],3968,de837128-5293-4227-8fef-1e6289b0f50d,adria211,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,8/4/2015,barcelona,,,8/7/2015,8/7/2015,,indoor,0,41.4046579877538,2.19160079956055,sp3e9c7zs5,Barcelona,ES,Spain,14,,BH1730FVC,Digital Ambient Light Sensor,Lux,2/2/2015,7/5/2015,3,ac4234cf-d2b7-4cfa-8765-9f4477e2de5f,268.8,268.8,268.8,268.8,17,,Battery,Custom Circuit,%,2/2/2015,7/5/2015,7,5b0e390e-781d-4243-8e97-579eead09792,100,100,100,100,13,19,HPP828E031,Humidity,%,2/2/2015,7/5/2015,2,1c19ae8f-b995-460f-87a3-a9d0c140abfb,67.2,31562.1376,67.2,31562.1376,12,19,HPP828E031,Temperature,ºC,2/2/2015,7/5/2015,1,2922d20e-3b83-4d98-8791-cfcdfc12fa99,14.3000001268311,25100.0046,14.3000001268311,25100.0046,15,20,MiCS-4514,NO2,kOhm/ppm,2/2/2015,7/5/2015,6,0c5b7e74-ef87-431d-89af-dd51de84b10e,248.931,248.931,248.931,248.931,16,20,MiCS-4514,CO,kOhm/ppm,2/2/2015,7/5/2015,5,49a26be4-3ce1-4f2e-a09b-4296fefcfe17,0,0,0,0,21,,Microchip RN-131,802.11 b/g WiFi,# networks,5/4/2015,7/5/2015,9,5b1f0e38-336a-4abf-9989-69b48f0026ef,2,2,2,2,7,,POM-3044P-R,Electret microphone with envelope follower sound pressure sensor (noise),dB,2/2/2015,9/17/2015,4,5efd2376-6783-476b-bf85-57ead5f89654,50,0,50,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,3,6ae30424-4e09-4318-b96d-771996657c70,"sck:1,1",SmartCitizen Kit 1.1,SCK 1.1 - Ambient Board,2/2/2015,9/16/2015
1000008,d08ee060-e8dd-46f8-af8c-4ebdfb2f9e60,El rei,This is a test on the new beta platform!,has_published,offline,Barcelona,3/3/2016,11/11/2015,11/13/2015,[FILTERED],1000006,415bd56d-4f7d-4a53-936b-19913b31a4ec,legeganta,https://images.smartcitizen.me/s100/avatars/415/1b46g67.Milky_Way_Shines_over_Snowy_La_Silla.jpg,http://lageganta.com,11/10/2015,Barcelona,,,3/3/2016,3/3/2016,,outdoor,,41.3964814756607,2.19054937362671,sp3e3zgpgx,Barcelona,ES,Spain,14,,BH1730FVC,Digital Ambient Light Sensor,Lux,2/2/2015,7/5/2015,3,ac4234cf-d2b7-4cfa-8765-9f4477e2de5f,121.4,121.4,121.4,121.4,17,,Battery,Custom Circuit,%,2/2/2015,7/5/2015,7,5b0e390e-781d-4243-8e97-579eead09792,100,100,100,100,13,19,HPP828E031,Humidity,%,2/2/2015,7/5/2015,2,1c19ae8f-b995-460f-87a3-a9d0c140abfb,37.4031372070312,15940,37.4031372070312,15940,12,19,HPP828E031,Temperature,ºC,2/2/2015,7/5/2015,1,2922d20e-3b83-4d98-8791-cfcdfc12fa99,20.2845922851563,27332,20.2845922851563,27332,15,20,MiCS-4514,NO2,kOhm/ppm,2/2/2015,7/5/2015,6,0c5b7e74-ef87-431d-89af-dd51de84b10e,3.83,3.83,3.83,3.83,16,20,MiCS-4514,CO,kOhm/ppm,2/2/2015,7/5/2015,5,49a26be4-3ce1-4f2e-a09b-4296fefcfe17,0,0,0,0,21,,Microchip RN-131,802.11 b/g WiFi,# networks,5/4/2015,7/5/2015,9,5b1f0e38-336a-4abf-9989-69b48f0026ef,4,4,4,4,7,,POM-3044P-R,Electret microphone with envelope follower sound pressure sensor (noise),dB,2/2/2015,9/17/2015,4,5efd2376-6783-476b-bf85-57ead5f89654,66.45,238,66.45,238,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,3,6ae30424-4e09-4318-b96d-771996657c70,"sck:1,1",SmartCitizen Kit 1.1,SCK 1.1 - Ambient Board,2/2/2015,9/16/2015
4445,bf3f6145-e066-45a2-a76e-a69b769f00db,test,tessssst,not_configured,offline,Manchester,,1/24/2018,1/24/2018,[FILTERED],5942,bd370192-373b-434f-8ce2-e946789f6947,Lena,https://images.smartcitizen.me/s100/avatars/bd3/1cev8qg.lena.jpg,,4/8/2017,Barcelona,,,,,,outdoor,,41.3903565,2.1941694,sp3e3yvsrc,Barcelona,ES,Spain,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,-1,,,,-1,1/1/0001,1/1/0001,-1,,-1,-1,-1,-1,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,,,
4402,61107b73-627b-4cfa-9fd5-49ed3b804b59,Team CIEE,Making Sense Pilot #1,has_published,offline,Barcelona,11/7/2017,10/27/2017,10/27/2017,[FILTERED],6184,7468176f-b1ac-462d-856a-d42108bfb05e,craigtchao,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,10/27/2017,,,,11/7/2017,11/7/2017,,outdoor,,41.3903747,2.1932092,sp3e3yvh3m,Barcelona,ES,Spain,14,,BH1730FVC,Digital Ambient Light Sensor,Lux,2/2/2015,7/5/2015,3,ac4234cf-d2b7-4cfa-8765-9f4477e2de5f,1056.449,1056.449,1067.607,1067.607,10,,Battery,Custom Circuit,%,2/2/2015,7/5/2015,7,c9ff2784-53a7-4a84-b0fc-90ecc7e313f9,5,5,5,5,13,19,HPP828E031,Humidity,%,2/2/2015,7/5/2015,2,1c19ae8f-b995-460f-87a3-a9d0c140abfb,31.45269,31.45269,30.29303,30.29303,12,19,HPP828E031,Temperature,ºC,2/2/2015,7/5/2015,1,2922d20e-3b83-4d98-8791-cfcdfc12fa99,21.55467,21.55467,21.43668,21.43668,-1,,,,-1,1/1/0001,1/1/0001,-1,,-1,-1,-1,-1,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,11,ea351d04-df2d-464c-86d3-a4e9e1bd78c2,"sck:1,5",SCK 1.5 MS,SCK 1.5 - MS Pilot,11/15/2016,11/15/2016
4312,4ce3c2f2-0847-4b8e-a954-2f729a78b113,Air,hello!,not_configured,offline,Barcelona,,4/21/2017,4/21/2017,[FILTERED],5959,c759a1a5-fc86-4c73-9faf-5888ba84514c,eug90,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,4/14/2017,,,,,,,outdoor,,41.3948429,2.1902098,sp3e3zdy7w,Barcelona,ES,Spain,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,-1,,,,-1,1/1/0001,1/1/0001,-1,,-1,-1,-1,-1,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,,,
3965,3e31efdb-fca3-4372-a4b3-244f1c1ccca1,Sentilo Noise T241198,BCN CESVA TA120 farola amb AP26 polling data from Sentilo http://connecta.bcn.cat/connecta-catalog-web/component/CESVA.TA120-T241198/detail,has_published,online,Research,3/25/2018,12/7/2016,12/7/2016,[FILTERED],148,b4bb2a6f-c3ef-4964-bc79-e8d78f0e66d2,pral2a,https://images.smartcitizen.me/s100/avatars/b4b/1cubnsr.lab.png,http://pral2a.com,6/6/2013,Barcelona,Spain,ES,3/25/2018,3/25/2018,,outdoor,,41.417094,2.19849199999999,sp3ed5bbh9,Barcelona,ES,Spain,23,,Noise Sensor TA120,Noise Sensor CESVA TA120,dBA,6/17/2016,6/17/2016,4,2b6a4e93-efe9-4ac0-9ed7-9ef6921728e5,63.5,63.5,64,64,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,-1,,,,-1,1/1/0001,1/1/0001,-1,,-1,-1,-1,-1,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,0,,,,0,1/1/0001,1/1/0001,0,,0,0,0,0,5,7bb80f0d-bd62-472d-b79e-4e2f7a985b25,"ms:0,6",Noise Sensor TA120,Noise Sensor CESVA TA120,6/17/2016,6/17/2016
